title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
Espectacular Departamento/ Cumbres Del Cóndor,32500.0,"ESPECTACULAR DEPARTAMENTO/ CUMBRES DEL CÓNDOR, Santa María De Manquehue, Vitacura",3.0,3.0,,293.0,https://portalinmobiliario.com/MLC-1728319001-espectacular-departamento-cumbres-del-condor-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Parque Antonio Rabat,19800.0,"PARQUE ANTONIO RABAT, Santa María De Manquehue, Vitacura",4.0,4.0,,207.0,https://portalinmobiliario.com/MLC-2964611668-parque-antonio-rabat-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Terrazas Del Cóndor,28700.0,"TERRAZAS DEL CÓNDOR, Santa María De Manquehue, Vitacura",3.0,3.0,,248.0,https://portalinmobiliario.com/MLC-3227301344-terrazas-del-condor-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
"¡nuevo Departamento, Sin Comision! Estilo Mariposa",8920.0,"Pedro Luna, Manquehue Norte, Clínica Alemana, Juan XXIII, Vitacura",2.0,2.0,,66.0,https://portalinmobiliario.com/MLC-3056187050-nuevo-departamento-sin-comision-estilo-mariposa-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María De Manquehue Polo Laguna / Vista Despejada,34500.0,"SANTA MARÍA DE MANQUEHUE POLO LAGUNA / VISTA DESPEJADA, Santa María De Manquehue, Vitacura",4.0,4.0,,270.0,https://portalinmobiliario.com/MLC-3230620228-santa-maria-de-manquehue-polo-laguna-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Espectacular Departamento 250 Mt /100 Mt Terraza,28000.0,"ESPECTACULAR DEPARTAMENTO 250 MT /100 MT TERRAZA, Lo Curro, Vitacura",3.0,4.0,,250.0,https://portalinmobiliario.com/MLC-2900588104-espectacular-departamento-250-mt-100-mt-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Amplio Departamento/ Clínica Alemana,15000.0,"AMPLIO DEPARTAMENTO VISTA DESPEJADA/ CLÍNICA ALEMANA, Nuestra Señora Del Rosario, Vitacura",3.0,3.0,,115.0,https://portalinmobiliario.com/MLC-3060956324-amplio-departamento-clinica-alemana-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento En Venta De 2 Dorm. En Vitacura,9290.0,"Camino El Parque/ Las Hualtatas, Tabancura, Vitacura",2.0,2.0,,65.0,https://portalinmobiliario.com/MLC-3059617962-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Alonso De Cordova,16500.0,"ALONSO DE CORDOVA, Parque Bicentenario, Vitacura",3.0,3.0,,250.0,https://portalinmobiliario.com/MLC-3103250638-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa Maria Manquehue Sector Plano,19950.0,"SANTA MARIA MANQUEHUE  SECTOR PLANO, Santa María De Manquehue, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-1715376721-santa-maria-manquehue-sector-plano-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María De Manquehue/ Vista Despejada,28000.0,"SANTA MARÍA DE MANQUEHUE/ VISTA DESPEJADA, Santa María De Manquehue, Vitacura",2.0,2.0,,240.0,https://portalinmobiliario.com/MLC-3108224708-santa-maria-de-manquehue-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María Manquehue,22500.0,"SANTA MARÍA MANQUEHUE, Santa María De Manquehue, Vitacura",4.0,3.0,,233.0,https://portalinmobiliario.com/MLC-3108146922-santa-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Espectacular Departamento Lo Curro / Sta María De Manquehue,19500.0,"ESPECTACULAR DEPARTAMENTO LO CURRO / STA MARÍA DE MANQUEHUE, Lo Curro, Vitacura",4.0,4.0,,186.0,https://portalinmobiliario.com/MLC-2986738720-espectacular-departamento-lo-curro-sta-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María De Manquehue,31000.0,"SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,233.0,https://portalinmobiliario.com/MLC-2932690268-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Proyecto Terraza Costanera/ Duplex Con Jardín,57000.0,"PROYECTO TERRAZA COSTANERA/ DUPLEX CON JARDÍN, Parque Bicentenario, Vitacura",3.0,2.0,,253.0,https://portalinmobiliario.com/MLC-3182261520-proyecto-terraza-costanera-duplex-con-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento En Venta De 4 Dorm. En Vitacura,25000.0,"Sta. María/ Vía Aurora, Lo Curro, Vitacura",4.0,3.0,,315.0,https://portalinmobiliario.com/MLC-3059772052-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento 1d/2b/2e En Vitacura,13300.0,"El Mañio, Parque Bicentenario, Vitacura",1.0,2.0,,83.0,https://portalinmobiliario.com/MLC-2909897592-departamento-1d2b2e-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Terrazas Del Condor / Sta Maria Manquehue,30000.0,"TERRAZAS DEL CONDOR / SANTA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,253.0,https://portalinmobiliario.com/MLC-1726222861-terrazas-del-condor-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento Vitacura A Pasos Parque Bicentenario,10490.0,"DEPARTAMENTO VITACURA A PASOS PARQUE BICENTENARIO, Parque Bicentenario, Vitacura",3.0,2.0,,106.0,https://portalinmobiliario.com/MLC-3108224592-departamento-vitacura-a-pasos-parque-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María De Manquehue,20000.0,"SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,3.0,,186.0,https://portalinmobiliario.com/MLC-1629092959-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María Vía Aurora,12500.0,"SANTA MARÍA VÍA AURORA, Santa María De Manquehue, Vitacura",2.0,2.0,,115.0,https://portalinmobiliario.com/MLC-1615174681-santa-maria-via-aurora-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Condominio Lo Recabarren/sta María De Manquehue,21900.0,"CONDOMINIO LO RECABARREN/STA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,3.0,,186.0,https://portalinmobiliario.com/MLC-3215017658-condominio-lo-recabarrensta-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Penthouse Luis Carrera,15800.0,"PENTHOUSE LUIS CARRERA, Pío XI, Vitacura",3.0,3.0,,233.0,https://portalinmobiliario.com/MLC-3167415918-penthouse-luis-carrera-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento En Venta De 4d 4b. En Vitacura Sin Comisión,16701.0,"Lo Matta, La Llavería, Vitacura",4.0,4.0,,128.0,https://portalinmobiliario.com/MLC-3142569916-departamento-en-venta-de-4d-4b-en-vitacura-sin-comision-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Proyecto Terraza Costanera/penthouse,62700.0,"PROYECTO TERRAZA COSTANERA/PENTHOUSE, Parque Bicentenario, Vitacura",3.0,3.0,,244.0,https://portalinmobiliario.com/MLC-3182403344-proyecto-terraza-costanerapenthouse-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa Maria Manquehue Plano,32000.0,"SANTA MARIA MANQUEHUE PLANO, Santa María De Manquehue, Vitacura",4.0,4.0,,282.0,https://portalinmobiliario.com/MLC-3225284918-santa-maria-manquehue-plano-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Casa Costanera / O´brien/ Av. Bicentenario,15600.0,"MUNICIPALIDAD DE VITACURA, Parque Bicentenario, Vitacura",3.0,4.0,,140.0,https://portalinmobiliario.com/MLC-2939560794-casa-costanera-obrien-av-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Amplio Y Luminoso / Jardin Del Este / 222 Mt2,15900.0,"AMPLIO DEPARTAMENTO / JARDIN DEL ESTE, Jardín Del Este, Vitacura",3.0,4.0,,216.0,https://portalinmobiliario.com/MLC-1615239905-amplio-y-luminoso-jardin-del-este-222-mt2-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Impresionante Vista A Stgo - Penthouse  - Amplios Espacios,21800.0,"IMPRESIONANTE VISTA A STGO - PENTHOUSE  - AMPLIOS ESPACIOS, Lo Curro, Vitacura",4.0,4.0,,298.0,https://portalinmobiliario.com/MLC-3091622996-impresionante-vista-a-stgo-penthouse-amplios-espacios-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Club De Campo / Canta Gallo/ Excelente Conectividad,11300.0,"CLUB DE CAMPO / CANTA GALLO/ EXCELENTE CONECTIVIDAD, Tabancura, Vitacura",2.0,2.0,,87.0,https://portalinmobiliario.com/MLC-3042153922-club-de-campo-canta-gallo-excelente-conectividad-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Colegio Tabancura,15310.0,"COLEGIO TABANCURA, Tabancura, Vitacura",3.0,3.0,,118.0,https://portalinmobiliario.com/MLC-2954795958-colegio-tabancura-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Vitacura/luis Carrera,12090.0,"VITACURA/LUIS CARRERA, Estadio Manquehue, Vitacura",3.0,3.0,,99.0,https://portalinmobiliario.com/MLC-3135573386-vitacuraluis-carrera-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa Maria Manquehue / Lo Curro Bajo,19400.0,"SANTA MARIA MANQUEHUE / LO CURRO BAJO, Lo Curro, Vitacura",2.0,2.0,,165.0,https://portalinmobiliario.com/MLC-3125353336-santa-maria-manquehue-lo-curro-bajo-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Santa María/vía Aurora,12500.0,"STA MARÍA  VÍA AURORA, Vitacura",3.0,3.0,,147.0,https://portalinmobiliario.com/MLC-2895979240-santa-mariavia-aurora-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Duplex Santa Maria Manquehue/ Lo Curro Bajo,24800.0,"DUPLEX SANTA MARIA MANQUEHUE/ LO CURRO BAJO, Lo Curro, Vitacura",4.0,4.0,,203.0,https://portalinmobiliario.com/MLC-3125431082-duplex-santa-maria-manquehue-lo-curro-bajo-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Penthouse Condominio Polo Golf  / Sta Maria Manquehue,24500.0,"PENTHOUSE CONDOMINIO POLO GOLF  / STA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",2.0,3.0,,184.0,https://portalinmobiliario.com/MLC-3227500832-penthouse-condominio-polo-golf-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
"Penthouse Nuevo, Zona Museo Ralli / Sin Comisión",45000.0,"PENTHOUSE NUEVO, ZONA MUSEO RALLI / SIN COMISIÓN, Parque Bicentenario, Vitacura",3.0,3.0,,228.0,https://portalinmobiliario.com/MLC-2894018354-penthouse-nuevo-zona-museo-ralli-sin-comision-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Santa María De Manquehue,24000.0,"SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",4.0,4.0,,300.0,https://portalinmobiliario.com/MLC-2954909034-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Amplio Departamento Vespucio Con Vitacura / 184 Mt2,13490.0,"AMPLIO DEPARTAMENTO VESPUCIO CON VITACURA / 184 MT2, Parque Bicentenario, Vitacura",3.0,3.0,,175.0,https://portalinmobiliario.com/MLC-2954829568-amplio-departamento-vespucio-con-vitacura-184-mt2-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Carolina Rabat/ Santa Maria Manquehue,21800.0,"CAROLINA RABAT/ SANTA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,216.0,https://portalinmobiliario.com/MLC-3060985198-carolina-rabat-santa-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Polo Golf/ Sta Maria Manquehue,36000.0,"POLO GOLF/ STA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",4.0,4.0,,273.0,https://portalinmobiliario.com/MLC-3227524468-polo-golf-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Vía Aurora,23900.0,"VÍA AURORA, Lo Curro, Vitacura",3.0,4.0,,237.0,https://portalinmobiliario.com/MLC-2862597102-via-aurora-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
"Remodelado, Luminoso Y Amplios Espacios",14900.0,"REMODELADO, LUMINOSO Y AMPLIOS ESPACIOS, Borde Río - Casa Piedra, Vitacura",3.0,3.0,,176.0,https://portalinmobiliario.com/MLC-3125186164-remodelado-luminoso-y-amplios-espacios-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
"Vista Despejada Sport Frances, Impecable",31500.0,"VISTA DESPEJADA SPORT FRANCES, IMPECABLE, Estadio Croata, Vitacura",3.0,4.0,,282.0,https://portalinmobiliario.com/MLC-3002665044-vista-despejada-sport-frances-impecable-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Acogedor Y Lindo Departamento Con Muy Buena Conectividad,12000.0,"ACOGEDOR Y LINDO DEPARTAMENTO CON MUY BUENA CONECTIVIDAD, Villa El Dorado, Vitacura",2.0,2.0,,105.0,https://portalinmobiliario.com/MLC-2950123458-acogedor-y-lindo-departamento-con-muy-buena-conectividad-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Santa Maria De Manquehue,23500.0,"SANTA MARIA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,240.0,https://portalinmobiliario.com/MLC-3008383786-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Alonso De Córdova,26800.0,"ALONSO DE CÓRDOVA, Parque Bicentenario, Vitacura",3.0,3.0,,137.0,https://portalinmobiliario.com/MLC-3123333066-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Alonso De Córdova / Club De Golf Los Leones,20000.0,"ALONSO DE CÓRDOVA / CLUB DE GOLF LOS LEONES, Parque Bicentenario, Vitacura",2.0,3.0,,270.0,https://portalinmobiliario.com/MLC-1725310491-alonso-de-cordova-club-de-golf-los-leones-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Gran Departamento Polo Golf/ Sta Maria Manquehue,34000.0,"GRAN DEPARTAMENTO POLO GOLF/ STA MARIA MANQUEHUE, Vitacura",3.0,4.0,,273.0,https://portalinmobiliario.com/MLC-1724675667-gran-departamento-polo-golf-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Lo Curro/santa María/vía Aurora,13200.0,"LO CURRO/SANTA MARÍA/VÍA AURORA, Lo Curro, Vitacura",3.0,2.0,,190.0,https://portalinmobiliario.com/MLC-1729157447-lo-currosanta-mariavia-aurora-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Las Nieves,11200.0,"LAS NIEVES, Parque Bicentenario, Vitacura",2.0,3.0,,115.0,https://portalinmobiliario.com/MLC-2912035006-las-nieves-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Plaza Turquía/ Francisco De Aguirre,30000.0,"PLAZA TURQUÍA/ FRANCISCO DE AGUIRRE, Parque Bicentenario, Vitacura",3.0,4.0,,248.0,https://portalinmobiliario.com/MLC-2891156490-plaza-turquia-francisco-de-aguirre-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Lindo Departamento Con Espectacular Vista.,23500.0,"LINDO DEPARTAMENTO CON ESPECTACULAR VISTA., Lo Curro, Vitacura",3.0,3.0,,240.0,https://portalinmobiliario.com/MLC-2907324530-lindo-departamento-con-espectacular-vista-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
"Espectacular Remodelado Vista Despejada, Sector Club De Polo",17300.0,"ESPECTACULAR REMODELADO VISTA DESPEJADA, SECTOR CLUB DE POLO, Borde Río - Casa Piedra, Vitacura",3.0,3.0,,160.0,https://portalinmobiliario.com/MLC-3123436762-espectacular-remodelado-vista-despejada-sector-club-de-polo-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Espectacular Vista Despejada Al Manquehue,16990.0,"VISTA DESPEJADA / LAS HUALTATAS, Pío XI, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-2895255318-espectacular-vista-despejada-al-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Proyecto Terraza Costanera/ Duplex Con Jardín,47600.0,"PROYECTO TERRAZA COSTANERA/ DUPLEX CON JARDÍN, Parque Bicentenario, Vitacura",3.0,2.0,,207.0,https://portalinmobiliario.com/MLC-3182390802-proyecto-terraza-costanera-duplex-con-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Nueva Costanera / Penthouse Duplex,28000.0,"NUEVA COSTANERA / PENTHOUSE DUPLEX, Parque Bicentenario, Vitacura",4.0,4.0,,228.0,https://portalinmobiliario.com/MLC-3116917798-nueva-costanera-penthouse-duplex-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Luis Pasteur / Luis Carrera,13500.0,"LUIS PASTEUR / LUIS CARRERA, Jardín Del Este, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-3080204798-luis-pasteur-luis-carrera-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Jardín Del Este,19900.0,"JARDÍN DEL ESTE/ESPOZ, Jardín Del Este, Vitacura",3.0,4.0,,172.0,https://portalinmobiliario.com/MLC-3142934748-jardin-del-este-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
Jardin Del Este /vitacura,17900.0,"JARDIN DEL ESTE/ VITACURA, Jardín Del Este, Vitacura",3.0,3.0,,200.0,https://portalinmobiliario.com/MLC-2913882766-jardin-del-este-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=d849e144-5b91-45f4-8598-bdb6ccdac4a8,
