title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
"Amplio,acogedor, 4d/4b Calle Padre Hurtado Norte.",32000.0,"Avenida Padre Hurtado Norte 2500, Vitacura, Las Condes, Chile, Juan XXIII, Vitacura",4.0,4.0,,300.0,https://portalinmobiliario.com/MLC-1622478393-amplioacogedor-4d4b-calle-padre-hurtado-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Las Nieves /paul Claudel A Pasos Proxima Estacion Metro,13900.0,"Las Nieves 3405, Vitacura, Parque Bicentenario, Vitacura",3.0,4.0,,200.0,https://portalinmobiliario.com/MLC-2938036404-las-nieves-paul-claudel-a-pasos-proxima-estacion-metro-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
*** Luminoso Departamento ***,15500.0,"Camino El Parque 1 - 300, Vitacura, Chile, Tabancura, Vitacura",3.0,3.0,,125.0,https://portalinmobiliario.com/MLC-1626059405--luminoso-departamento--_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
"Remodelado, Acogedor Luminoso 3d/ 2b Alejandro Serani Norte",10100.0,"Alejandro Serani Nte. 9458, Vitacura, La Llavería, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1689341367-remodelado-acogedor-luminoso-3d-2b-alejandro-serani-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Tu Departamento En Barrio Tranquilo De Vitacura,9800.0,"Las Nieves 3491 - 300, 0, Parque Bicentenario, Vitacura",4.0,3.0,,132.0,https://portalinmobiliario.com/MLC-3193112192-tu-departamento-en-barrio-tranquilo-de-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta Luminoso Con Vista Despejada,12500.0,"Av Vitacura 1603, Vitacura, Tabancura, Vitacura",3.0,2.0,,112.0,https://portalinmobiliario.com/MLC-3201115064-departamento-en-venta-luminoso-con-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Kennedy / Vitacura C_423452,10990.0,"Parque Bicentenario, Vitacura",5.0,4.0,,141.0,https://portalinmobiliario.com/MLC-1632591085-kennedy-vitacura-c423452-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Colegio Manquehue,12900.0,"COLEGIO MANQUEHUE, Juan XXIII, Vitacura",3.0,3.0,,130.0,https://portalinmobiliario.com/MLC-1678733625-colegio-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Vitacura / Bicentenario C_423493,8900.0,"Parque Bicentenario, Vitacura",2.0,2.0,,113.0,https://portalinmobiliario.com/MLC-1650101345-vitacura-bicentenario-c423493-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Pedro Canisio - Avda Kennedy,10500.0,"Av. Pdte. Kennedy Lateral 5336, 7.6302e+06 - 7.6305e+06 Vitacura, Región Metropolitana, Chile, Pío XI, Vitacura",4.0,3.0,,130.0,https://portalinmobiliario.com/MLC-1666687071-pedro-canisio-avda-kennedy-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Duplex 2d 3b 2 Estacionamientos,12500.0,"Nilo Azul, Vitacura, Chile, Estadio Croata, Vitacura",2.0,3.0,,140.0,https://portalinmobiliario.com/MLC-2918848936-duplex-2d-3b-2-estacionamientos-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Depto 3 Dorm 3 Baños Precioso Barrio Sta Maria Manquehue,21600.0,"Lo Recabarren 6000 - 6300, Vitacura, Santa María De Manquehue, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-1604165203-depto-3-dorm-3-banos-precioso-barrio-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta De 3 Dorm. En Vitacura,31000.0,"Agustin Del Castillo - Francisco De Aguirre, Parque Bicentenario, Vitacura",3.0,4.0,,286.0,https://portalinmobiliario.com/MLC-2882852836-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
"Luminoso, Excelente Ubicación!",7650.0,"Costanera Sur S.J.E. De Balaguer 9300 - 9600, Santiago, Vitacura, La Llavería, Vitacura",2.0,2.0,,70.0,https://portalinmobiliario.com/MLC-3169872614-luminoso-excelente-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta De 4 Dorm. En Vitacura,27270.0,"Avda Costanera Sur - Club De Campo, Tabancura, Vitacura",4.0,4.0,,203.0,https://portalinmobiliario.com/MLC-3056097284-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta De 2 Dorm. En Vitacura,18900.0,"Nueva Costanera, Parque Bicentenario, Parque Bicentenario, Vitacura",2.0,2.0,,100.0,https://portalinmobiliario.com/MLC-3118011792-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Espectacular Departamento En Venta - Sector Las Nieves,21500.0,"Las Nieves, Parque Bicentenario, Vitacura",3.0,4.0,,242.0,https://portalinmobiliario.com/MLC-3114606326-espectacular-departamento-en-venta-sector-las-nieves-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Vitacura,18150.0,"LUIS CARRERA, Estadio Manquehue, Vitacura",4.0,4.0,,160.0,https://portalinmobiliario.com/MLC-2928358800-departamento-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento Remodelado 4 Dormitorios + Estar,16250.0,"Nilo Azul, Vitacura, Estadio Croata, Vitacura",4.0,4.0,,147.0,https://portalinmobiliario.com/MLC-2919338936-departamento-remodelado-4-dormitorios-estar-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta En Vitacura,12800.0,"Cercano A Parque Bicentenario, Parque Bicentenario, Vitacura",3.0,3.0,,126.0,https://portalinmobiliario.com/MLC-1691328041-departamento-en-venta-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
"Vitacura, Duplex Con Jardin",22000.0,"VITACURA, DUPLEX CON JARDIN, Estadio Croata, Vitacura",5.0,4.0,,216.0,https://portalinmobiliario.com/MLC-2993602738-vitacura-duplex-con-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Nuevo Precio Luminoso Y Elegante Dpto En Alonso De Córdova,20500.0,"Pío XI, Vitacura",3.0,3.0,,100.0,https://portalinmobiliario.com/MLC-2942165208-nuevo-precio-luminoso-y-elegante-dpto-en-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Excelente Dpto. 4d + 5b + S A Pasos Museo Ralli Vitacura,19900.0,"Alonso De Sotomayor 4200 - 4500, Vitacura, Parque Bicentenario, Vitacura",5.0,5.0,,220.0,https://portalinmobiliario.com/MLC-2954859884-excelente-dpto-4d-5b-s-a-pasos-museo-ralli-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta En Kennedy/clinica Las Condes,9300.0,"Av. Pdte. Kennedy Lateral 10210, Tabancura, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1676668167-departamento-en-venta-en-kennedyclinica-las-condes-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
"Departamento En Venta En Kennedy, Geronimo De Alderete",7690.0,"KENNEDY, GERONIMO DE ALDERETE, Villa El Dorado, Vitacura",2.0,2.0,,65.0,https://portalinmobiliario.com/MLC-1691107591-departamento-en-venta-en-kennedy-geronimo-de-alderete-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Venta Dpto Luis Carrera/av Vitacura 2d+2b Preciosa Vista,9200.0,"Luis Carrera 1719, 7.6407e+06 - 7.641e+06 Santiago, Vitacura, Región Metropolitana, Chile, Estadio Manquehue, Vitacura",2.0,2.0,,78.0,https://portalinmobiliario.com/MLC-3001065680-venta-dpto-luis-carreraav-vitacura-2d2b-preciosa-vista-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Venta Depto Con Excelente Ubicación En Vitacura,5650.0,"Juan XXIII, Vitacura",2.0,2.0,,60.0,https://portalinmobiliario.com/MLC-2891107600-venta-depto-con-excelente-ubicacion-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Venta Exclusivo Penthouse Sta. María De Manquehue,28700.0,"Av. Luis Pasteur 7200 - 7500, Santiago, Vitacura, Santa María De Manquehue, Vitacura",4.0,5.0,,261.0,https://portalinmobiliario.com/MLC-1723945803-venta-exclusivo-penthouse-sta-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Finamente Decorado Vitacura,14495.0,"Paul Claudel, 1135, Parque Bicentenario, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1663623301-finamente-decorado-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta En Vitacura Con Piscina,16800.0,"Las Fresas 4466, Vitacura, Pío XI, Vitacura",4.0,4.0,,220.0,https://portalinmobiliario.com/MLC-3211439966-departamento-en-venta-en-vitacura-con-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Privilegiado Lugar A Remodelar 4d 4b Las Hualtatas Vitacura,20800.0,"Las Hualtatas/ Américo Vespucio, Pío XI, Vitacura",4.0,4.0,,255.0,https://portalinmobiliario.com/MLC-1662140141-privilegiado-lugar-a-remodelar-4d-4b-las-hualtatas-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Departamento En Venta De 3 Dorm. En Vitacura,13800.0,"Am. Vespucio/ Las Hualtatas, Pío XI, Vitacura",3.0,2.0,,155.0,https://portalinmobiliario.com/MLC-1684887097-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Sector Alonso De Cordova - 3 Dormitorios,19500.0,"Navidad, Parque Bicentenario, Vitacura",3.0,3.0,,250.0,https://portalinmobiliario.com/MLC-1710782981-sector-alonso-de-cordova-3-dormitorios-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
Venta Depto Vitacura 2d+3b+2est+1bod 162m2 Espoz/bicentenari,17500.0,"VENTA DEPTO VITACURA 2D+3B+2EST+1BOD 162M2 ESPOZ/BICENTENARI, Parque Bicentenario, Vitacura",2.0,3.0,,151.0,https://portalinmobiliario.com/MLC-1710994395-venta-depto-vitacura-2d3b2est1bod-162m2-espozbicentenari-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=d11d2248-3bed-4768-ba77-c824511f4030,
San Damian/costanera Sur C_706291,15500.0,"Tabancura, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1711023827-san-damiancostanera-sur-c706291-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Duplex 4 Dormitorios 3 Baños Kennedy Las Condes,11500.0,"Av. Pdte. Kennedy 8379, 7550000 Las Condes, Región Metropolitana, Chile, Vitacura",4.0,3.0,,132.0,https://portalinmobiliario.com/MLC-1691326157-duplex-4-dormitorios-3-banos-kennedy-las-condes-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
4d+ Estar | Las Hualtatas | Piscina,17900.0,"Los Coligües 1254, Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",5.0,5.0,,246.0,https://portalinmobiliario.com/MLC-1658752909-4d-estar-las-hualtatas-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Elegante Departamento En Exclusivo Edificio De 4 Pisos,23500.0,"Av. Nueva Costanera 3300, OF 34, 7.6302e+06 - 7.6305e+06 Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",5.0,5.0,,340.0,https://portalinmobiliario.com/MLC-1629628659-elegante-departamento-en-exclusivo-edificio-de-4-pisos-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
En Venta Depto 2 D / 2 B En Piso 5 No En El 2,10350.0,"Ubicado En El Piso 5, No En El 2, Estadio Croata, Vitacura",2.0,2.0,,88.0,https://portalinmobiliario.com/MLC-1708634505-en-venta-depto-2-d-2-b-en-piso-5-no-en-el-2-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Venta Hermoso Departamento De 234m2 Remodelado En Vitacura,19400.0,"Navidad - Av. Pte. Kennedy / Alonso De Córdova - Vitacura, RM, Parque Bicentenario, Vitacura",3.0,3.0,,202.0,https://portalinmobiliario.com/MLC-1716951829-venta-hermoso-departamento-de-234m2-remodelado-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 2 Dorm. En Vitacura,32000.0,"PENTHOUSE A. DEL CASTILLO / NUEVA COSTANERA, Parque Bicentenario, Vitacura",2.0,3.0,,263.0,https://portalinmobiliario.com/MLC-1710704631-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Club De Golf Los Leones,11890.0,"CLUB DE GOLF LOS LEONES, Parque Bicentenario, Vitacura",3.0,2.0,,110.0,https://portalinmobiliario.com/MLC-1710282065-club-de-golf-los-leones-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 4 Dorm. En Vitacura,10100.0,"Avenida Kennedy Lateral, Villa El Dorado, Vitacura",4.0,3.0,,110.0,https://portalinmobiliario.com/MLC-3239223790-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 2 Dorm. En Vitacura,8290.0,"San Damián Con Las Hualtatas, Tabancura, Vitacura",2.0,2.0,,67.0,https://portalinmobiliario.com/MLC-2896906694-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta En Vitacura Con Terraza,15500.0,"Del Mirador, La Llavería, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-3243311964-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Perfecto Depto Para Niños Y Mascotas Iluminado Y Con Patio,9300.0,"CLÍNICA ALEMANA, Juan XXIII, Vitacura",2.0,2.0,,80.0,https://portalinmobiliario.com/MLC-1711545111-perfecto-depto-para-ninos-y-mascotas-iluminado-y-con-patio-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Santa María De Manquehue / Amplio / Vista Despejada,11300.0,"Santa María 9100, Lo Curro, Vitacura",3.0,3.0,150.0,,https://portalinmobiliario.com/MLC-3200327334-santa-maria-de-manquehue-amplio-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Moderno Departamento En Excelente Ubicación,11900.0,"Las Hualtatas 11573, Vitacura, Tabancura, Vitacura",3.0,3.0,,113.0,https://portalinmobiliario.com/MLC-1711633455-moderno-departamento-en-excelente-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Gran Edificio En Inmejorable Ubicación En Vitacura,13000.0,"Juan XXIII, Vitacura",4.0,3.0,,114.0,https://portalinmobiliario.com/MLC-1709385669-gran-edificio-en-inmejorable-ubicacion-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Oportunidad Departamento Venta Vitacura,15990.0,"NUEVA COSTANERA BICENTENARIO, Parque Bicentenario, Vitacura",4.0,4.0,,139.0,https://portalinmobiliario.com/MLC-1670250437-oportunidad-departamento-venta-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Clásico Edificio En Pleno Vitacura,10500.0,"Juan XXIII, Vitacura",4.0,3.0,,116.0,https://portalinmobiliario.com/MLC-1709295435-clasico-edificio-en-pleno-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Exclusivo Primer Piso Con Patio,10098.0,"Gerónimo De Alderete/Estadio Croata, Estadio Croata, Vitacura",2.0,3.0,,80.0,https://portalinmobiliario.com/MLC-1675457413-exclusivo-primer-piso-con-patio-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Vive En El Corazón De Vitacura: Elegancia, Confort Y Exclusi",10098.0,"Gerónimo De Alderete/Estadio Croata, Estadio Croata, Vitacura",2.0,2.0,,80.0,https://portalinmobiliario.com/MLC-1675545225-vive-en-el-corazon-de-vitacura-elegancia-confort-y-exclusi-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Lindo Y Soleado Departamento Vista Norte,8500.0,"Av Vitacura 9900 - 10200, Vitacura, Región Metropolitana, Chile, Tabancura, Vitacura",3.0,2.0,,90.0,https://portalinmobiliario.com/MLC-1678111445-lindo-y-soleado-departamento-vista-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta En Las Hualtatas Con Terraza,20500.0,"Pedro Canisio, Vitacura, Pío XI, Vitacura",2.0,3.0,,133.0,https://portalinmobiliario.com/MLC-1710728457-departamento-en-venta-en-las-hualtatas-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
San Damian/las Condes C_756200,12000.0,"Tabancura, Vitacura",2.0,2.0,,86.0,https://portalinmobiliario.com/MLC-1710984907-san-damianlas-condes-c756200-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Proyecto Inmobiliario En Bávaro, Punta Cana",,"Punta Cana, Republica Dominicana, Santa María De Manquehue, Vitacura",2.0,2.0,,95.0,https://portalinmobiliario.com/MLC-1675483413-proyecto-inmobiliario-en-bavaro-punta-cana-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Oportunidad Inversión Punta Cana,,"Punta Cana, Republica Dominicana, Lo Curro, Vitacura",2.0,2.0,,95.0,https://portalinmobiliario.com/MLC-1675483473-oportunidad-inversion-punta-cana-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Departamento En Venta 2d/2b En Vitacura, Barrio Tranquilo",10100.0,"Vitacura / Corinto, Estadio Croata, Vitacura",2.0,2.0,,84.0,https://portalinmobiliario.com/MLC-1673588497-departamento-en-venta-2d2b-en-vitacura-barrio-tranquilo-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Venta Departamento 2hab 2ba Vitacura,8500.0,"Las Hualtatas, 1200, Pío XI, Vitacura",2.0,2.0,,90.0,https://portalinmobiliario.com/MLC-1694574253-venta-departamento-2hab-2ba-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 3 Dorm. En Vitacura,11790.0,"Cercano Calle Luis Carrera, Estadio Manquehue, Vitacura",3.0,3.0,,99.0,https://portalinmobiliario.com/MLC-3088884510-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Gran Y Elegante Departamento Frente Parque Vespucio Vitacura,12200.0,"Américo Vespucio Nte. 1200 - 1500, Vitacura, Pío XI, Vitacura",4.0,3.0,,210.0,https://portalinmobiliario.com/MLC-1656974615-gran-y-elegante-departamento-frente-parque-vespucio-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
A Pasos De Parque Bicentenario,12800.0,"A PASOS DE PARQUE BICENTENARIO, Parque Bicentenario, Vitacura",3.0,4.0,,121.0,https://portalinmobiliario.com/MLC-1701694369-a-pasos-de-parque-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Venta Departamento Manquehue Norte 3 Est (121147),14990.0,"Avenida Manquehue Norte 11, Jardín Del Este, Vitacura",4.0,4.0,,184.0,https://portalinmobiliario.com/MLC-1710425601-venta-departamento-manquehue-norte-3-est-121147-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Vitacura Venta - Dpto 2 Dorm 2 Baños 2 Estac. Patio. Piso 1,8500.0,"LAS NIEVES Y LAS CATALPAS, Parque Bicentenario, Vitacura",2.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1710678243-vitacura-venta-dpto-2-dorm-2-banos-2-estac-patio-piso-1-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta En Vitacura,18900.0,"Avenida Vitacura, Parque Bicentenario, Vitacura",3.0,4.0,,244.0,https://portalinmobiliario.com/MLC-3056251956-departamento-en-venta-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Triplex Con Rooftop Privado  Piscina, Quincho",17000.0,"Nuestra Señora Del Rosario, Vitacura",3.0,3.0,,120.0,https://portalinmobiliario.com/MLC-1711531603-triplex-con-rooftop-privado-piscina-quincho-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Penthouse Con Terraza Perimetral, Increible Vista Y Ubicacio",20999.0,"Agustin Del Castillo, A Pasos De Casa Costanera!, Parque Bicentenario, Vitacura",3.0,3.0,,118.0,https://portalinmobiliario.com/MLC-1710724457-penthouse-con-terraza-perimetral-increible-vista-y-ubicacio-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Parrilla, Hot Tub, Se Acepan Mascotas",26738.0,"AMOBLADO TOP PENTHOUSE, VISTA DESPEJADA, NUEVO, Tabancura, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-1684303899-parrilla-hot-tub-se-acepan-mascotas-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"3 Dormitorios Mas 2 Salas De Estar, Hot Tub Y Parrilla",24640.0,"PENTHOUSE CON VISTA DESPEJADA NORTE, DISPONIBILIDAD INMEDIAT, Tabancura, Vitacura",,3.0,,138.0,https://portalinmobiliario.com/MLC-1686036625-3-dormitorios-mas-2-salas-de-estar-hot-tub-y-parrilla-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 3 Dorm Y 3 Baños En Vitacura,12400.0,"Esquina Kennedy, Parque Bicentenario, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1680341697-departamento-en-venta-de-3-dorm-y-3-banos-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Luminoso Y Amplio Departamento En Vitacura,11500.0,"Los Abetos Sur SN, Pío XI, Vitacura",4.0,3.0,,116.0,https://portalinmobiliario.com/MLC-1691241559-luminoso-y-amplio-departamento-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 3 Dorm. En Las Condes,15500.0,"Las Hualtatas, Parque, Costanera Norte, Tabancura, Vitacura",3.0,4.0,,146.0,https://portalinmobiliario.com/MLC-1689414763-departamento-en-venta-de-3-dorm-en-las-condes-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Luminoso Y Amplio Departamento En Excelente Ubicación,13200.0,"Luis Carrera SN, Pío XI, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1689122415-luminoso-y-amplio-departamento-en-excelente-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
